project_id,student_id,supervisor_id,title,category,status,year_published,dataset_available
817,817,65,Correlation between Hematologic Malignancies and Hospital in Community,Hematologic Malignancies,Ongoing,2024,Yes
818,818,20,Clinical Outcomes of Stem Cell Research in Experimental,Stem Cell Research,Ongoing,2022,Yes
819,819,58,Impact of Hematologic Malignancies Protocols on Laboratory Outcomes,Hematologic Malignancies,Completed,2022,No
820,820,69,Evaluation of Blood Disorders Techniques in Experimental,Blood Disorders,Ongoing,2021,Yes
821,821,100,Clinical Outcomes of Sickle Cell Disease in Pediatric,Sickle Cell Disease,Ongoing,2023,Yes
822,822,98,Clinical Outcomes of Immunohematology in Hospital,Immunohematology,Completed,2022,No
823,823,99,Correlation between Immunohematology and Laboratory in Laboratory,Immunohematology,Completed,2024,No
824,824,2,Epidemiology of Clinical Hematology in Community Populations,Clinical Hematology,Completed,2023,Yes
825,825,98,Evaluation of Blood Disorders Techniques in Adult,Blood Disorders,Ongoing,2024,No
826,826,50,Impact of Transfusion Medicine Protocols on Adult Outcomes,Transfusion Medicine,Ongoing,2021,Yes
827,827,70,Genetic Factors Influencing Transfusion Medicine in Community,Transfusion Medicine,Ongoing,2022,Yes
828,828,74,Impact of Stem Cell Research Protocols on Experimental Outcomes,Stem Cell Research,Ongoing,2021,Yes
829,829,23,Evaluation of Immunohematology Techniques in Adult,Immunohematology,Ongoing,2021,No
830,830,74,Impact of Hematologic Malignancies Protocols on Experimental Outcomes,Hematologic Malignancies,Completed,2024,Yes
831,831,12,Correlation between Stem Cell Research and Hospital in Laboratory,Stem Cell Research,Ongoing,2024,Yes
832,832,63,Epidemiology of Stem Cell Research in Laboratory Populations,Stem Cell Research,Completed,2021,Yes
833,833,64,Evaluation of Sickle Cell Disease Techniques in Experimental,Sickle Cell Disease,Ongoing,2021,Yes
834,834,100,Genetic Factors Influencing Blood Disorders in Adult,Blood Disorders,Ongoing,2022,Yes
835,835,76,Genetic Factors Influencing Immunohematology in Hospital,Immunohematology,Ongoing,2023,Yes
836,836,86,Impact of Clinical Hematology Protocols on Laboratory Outcomes,Clinical Hematology,Completed,2021,Yes
837,837,49,Correlation between Hematologic Malignancies and Pediatric in Adult,Hematologic Malignancies,Completed,2024,No
838,838,81,Correlation between Transfusion Medicine and Experimental in Hospital,Transfusion Medicine,Completed,2023,Yes
839,839,92,Genetic Factors Influencing Sickle Cell Disease in Hospital,Sickle Cell Disease,Completed,2023,No
840,840,44,Genetic Factors Influencing Sickle Cell Disease in Pediatric,Sickle Cell Disease,Ongoing,2022,Yes
841,841,19,Genetic Factors Influencing Hematologic Malignancies in Laboratory,Hematologic Malignancies,Completed,2022,Yes
842,842,61,Epidemiology of Clinical Hematology in Adult Populations,Clinical Hematology,Ongoing,2022,No
843,843,72,Genetic Factors Influencing Stem Cell Research in Experimental,Stem Cell Research,Completed,2021,Yes
844,844,84,Impact of Clinical Hematology Protocols on Experimental Outcomes,Clinical Hematology,Completed,2024,No
845,845,91,Correlation between Clinical Hematology and Laboratory in Experimental,Clinical Hematology,Ongoing,2023,No
846,846,28,Correlation between Clinical Hematology and Experimental in Laboratory,Clinical Hematology,Completed,2023,Yes
847,847,1,Clinical Outcomes of Laboratory Hematology in Pediatric,Laboratory Hematology,Ongoing,2022,No
848,848,71,Genetic Factors Influencing Immunohematology in Adult,Immunohematology,Completed,2022,Yes
849,849,66,Molecular Mechanisms of Hematologic Malignancies in Experimental Patients,Hematologic Malignancies,Ongoing,2024,No
850,850,94,Correlation between Laboratory Hematology and Pediatric in Laboratory,Laboratory Hematology,Ongoing,2022,No
851,851,46,Molecular Mechanisms of Sickle Cell Disease in Community Patients,Sickle Cell Disease,Completed,2022,No
852,852,51,Epidemiology of Transfusion Medicine in Pediatric Populations,Transfusion Medicine,Ongoing,2023,Yes
853,853,85,Correlation between Laboratory Hematology and Pediatric in Hospital,Laboratory Hematology,Ongoing,2023,No
854,854,80,Impact of Transfusion Medicine Protocols on Community Outcomes,Transfusion Medicine,Ongoing,2022,Yes
855,855,74,Epidemiology of Stem Cell Research in Pediatric Populations,Stem Cell Research,Completed,2022,Yes
856,856,22,Molecular Mechanisms of Stem Cell Research in Community Patients,Stem Cell Research,Ongoing,2024,No
857,857,58,Impact of Immunohematology Protocols on Laboratory Outcomes,Immunohematology,Completed,2022,No
858,858,96,Impact of Transfusion Medicine Protocols on Experimental Outcomes,Transfusion Medicine,Completed,2024,Yes
859,859,10,Advances in Hematologic Malignancies for Adult Management,Hematologic Malignancies,Ongoing,2021,Yes
860,860,43,Epidemiology of Sickle Cell Disease in Community Populations,Sickle Cell Disease,Ongoing,2021,Yes
861,861,55,Molecular Mechanisms of Stem Cell Research in Adult Patients,Stem Cell Research,Completed,2024,No
862,862,44,Molecular Mechanisms of Laboratory Hematology in Community Patients,Laboratory Hematology,Ongoing,2023,No
863,863,72,Evaluation of Laboratory Hematology Techniques in Community,Laboratory Hematology,Ongoing,2024,No
864,864,32,Molecular Mechanisms of Immunohematology in Pediatric Patients,Immunohematology,Ongoing,2022,No
865,865,47,Molecular Mechanisms of Sickle Cell Disease in Experimental Patients,Sickle Cell Disease,Ongoing,2022,No
866,866,48,Epidemiology of Clinical Hematology in Experimental Populations,Clinical Hematology,Ongoing,2023,No
867,867,59,Epidemiology of Hematologic Malignancies in Community Populations,Hematologic Malignancies,Ongoing,2023,Yes
868,868,49,Advances in Clinical Hematology for Pediatric Management,Clinical Hematology,Ongoing,2024,Yes
869,869,11,Clinical Outcomes of Sickle Cell Disease in Experimental,Sickle Cell Disease,Completed,2021,No
870,870,53,Clinical Outcomes of Stem Cell Research in Adult,Stem Cell Research,Ongoing,2024,Yes
871,871,54,Impact of Stem Cell Research Protocols on Pediatric Outcomes,Stem Cell Research,Completed,2022,No
872,872,48,Advances in Transfusion Medicine for Community Management,Transfusion Medicine,Completed,2023,Yes
873,873,82,Molecular Mechanisms of Stem Cell Research in Hospital Patients,Stem Cell Research,Ongoing,2022,Yes
874,874,5,Evaluation of Transfusion Medicine Techniques in Pediatric,Transfusion Medicine,Completed,2023,No
875,875,32,Clinical Outcomes of Hematologic Malignancies in Community,Hematologic Malignancies,Ongoing,2022,Yes
876,876,66,Evaluation of Sickle Cell Disease Techniques in Hospital,Sickle Cell Disease,Ongoing,2022,Yes
877,877,55,Impact of Clinical Hematology Protocols on Hospital Outcomes,Clinical Hematology,Ongoing,2022,Yes
878,878,65,Impact of Hematologic Malignancies Protocols on Community Outcomes,Hematologic Malignancies,Completed,2023,No
879,879,58,Advances in Laboratory Hematology for Pediatric Management,Laboratory Hematology,Ongoing,2024,No
880,880,12,Genetic Factors Influencing Laboratory Hematology in Experimental,Laboratory Hematology,Completed,2024,Yes
881,881,94,Clinical Outcomes of Hematologic Malignancies in Experimental,Hematologic Malignancies,Completed,2022,Yes
882,882,59,Molecular Mechanisms of Hematologic Malignancies in Laboratory Patients,Hematologic Malignancies,Ongoing,2021,No
883,883,46,Evaluation of Immunohematology Techniques in Pediatric,Immunohematology,Ongoing,2023,No
884,884,16,Impact of Clinical Hematology Protocols on Adult Outcomes,Clinical Hematology,Ongoing,2023,No
885,885,35,Advances in Stem Cell Research for Hospital Management,Stem Cell Research,Ongoing,2024,Yes
886,886,5,Epidemiology of Sickle Cell Disease in Pediatric Populations,Sickle Cell Disease,Ongoing,2022,No
887,887,22,Evaluation of Stem Cell Research Techniques in Community,Stem Cell Research,Completed,2023,No
888,888,95,Genetic Factors Influencing Clinical Hematology in Pediatric,Clinical Hematology,Completed,2024,No
889,889,24,Clinical Outcomes of Laboratory Hematology in Experimental,Laboratory Hematology,Ongoing,2021,Yes
890,890,92,Correlation between Stem Cell Research and Hospital in Experimental,Stem Cell Research,Completed,2024,No
891,891,16,Impact of Laboratory Hematology Protocols on Adult Outcomes,Laboratory Hematology,Ongoing,2023,Yes
892,892,7,Clinical Outcomes of Clinical Hematology in Experimental,Clinical Hematology,Completed,2024,No
893,893,12,Epidemiology of Blood Disorders in Laboratory Populations,Blood Disorders,Ongoing,2021,Yes
894,894,53,Epidemiology of Hematologic Malignancies in Experimental Populations,Hematologic Malignancies,Completed,2021,No
895,895,60,Epidemiology of Stem Cell Research in Community Populations,Stem Cell Research,Ongoing,2021,No
896,896,49,Molecular Mechanisms of Blood Disorders in Pediatric Patients,Blood Disorders,Completed,2021,No
897,897,93,Advances in Transfusion Medicine for Experimental Management,Transfusion Medicine,Ongoing,2021,No
898,898,68,Genetic Factors Influencing Clinical Hematology in Community,Clinical Hematology,Completed,2021,No
899,899,38,Clinical Outcomes of Transfusion Medicine in Adult,Transfusion Medicine,Ongoing,2021,Yes
900,900,61,Impact of Clinical Hematology Protocols on Community Outcomes,Clinical Hematology,Completed,2021,Yes
901,901,71,Epidemiology of Sickle Cell Disease in Hospital Populations,Sickle Cell Disease,Ongoing,2023,No
902,902,76,Impact of Immunohematology Protocols on Community Outcomes,Immunohematology,Ongoing,2024,No
903,903,53,Molecular Mechanisms of Immunohematology in Community Patients,Immunohematology,Completed,2021,Yes
904,904,51,Epidemiology of Laboratory Hematology in Laboratory Populations,Laboratory Hematology,Completed,2022,No
905,905,1,Impact of Immunohematology Protocols on Experimental Outcomes,Immunohematology,Ongoing,2023,No
906,906,72,Genetic Factors Influencing Hematologic Malignancies in Community,Hematologic Malignancies,Completed,2024,Yes
907,907,42,Genetic Factors Influencing Immunohematology in Experimental,Immunohematology,Completed,2021,No
908,908,2,Advances in Laboratory Hematology for Laboratory Management,Laboratory Hematology,Ongoing,2024,No
909,909,8,Advances in Stem Cell Research for Pediatric Management,Stem Cell Research,Completed,2022,No
910,910,39,Epidemiology of Transfusion Medicine in Adult Populations,Transfusion Medicine,Completed,2021,No
911,911,8,Advances in Immunohematology for Experimental Management,Immunohematology,Ongoing,2021,No
912,912,23,Impact of Hematologic Malignancies Protocols on Pediatric Outcomes,Hematologic Malignancies,Completed,2021,Yes
913,913,57,Clinical Outcomes of Transfusion Medicine in Experimental,Transfusion Medicine,Completed,2021,No
914,914,3,Genetic Factors Influencing Blood Disorders in Pediatric,Blood Disorders,Completed,2023,No
915,915,34,Epidemiology of Sickle Cell Disease in Experimental Populations,Sickle Cell Disease,Completed,2022,No
916,916,86,Advances in Transfusion Medicine for Pediatric Management,Transfusion Medicine,Completed,2022,Yes
917,917,90,Correlation between Stem Cell Research and Pediatric in Pediatric,Stem Cell Research,Completed,2024,Yes
918,918,94,Molecular Mechanisms of Transfusion Medicine in Hospital Patients,Transfusion Medicine,Completed,2024,No
919,919,57,Advances in Laboratory Hematology for Hospital Management,Laboratory Hematology,Completed,2024,Yes
920,920,37,Clinical Outcomes of Blood Disorders in Laboratory,Blood Disorders,Completed,2021,Yes
921,921,52,Advances in Transfusion Medicine for Hospital Management,Transfusion Medicine,Ongoing,2024,Yes
922,922,64,Impact of Laboratory Hematology Protocols on Pediatric Outcomes,Laboratory Hematology,Completed,2022,Yes
923,923,55,Molecular Mechanisms of Immunohematology in Experimental Patients,Immunohematology,Ongoing,2024,Yes
924,924,21,Molecular Mechanisms of Hematologic Malignancies in Community Patients,Hematologic Malignancies,Ongoing,2024,Yes
925,925,100,Clinical Outcomes of Transfusion Medicine in Pediatric,Transfusion Medicine,Completed,2024,No
926,926,14,Molecular Mechanisms of Blood Disorders in Community Patients,Blood Disorders,Completed,2024,Yes
927,927,77,Evaluation of Sickle Cell Disease Techniques in Pediatric,Sickle Cell Disease,Ongoing,2022,No
928,928,73,Impact of Blood Disorders Protocols on Hospital Outcomes,Blood Disorders,Completed,2021,No
929,929,48,Correlation between Sickle Cell Disease and Experimental in Hospital,Sickle Cell Disease,Completed,2022,No
930,930,73,Evaluation of Blood Disorders Techniques in Hospital,Blood Disorders,Completed,2023,No
931,931,5,Molecular Mechanisms of Laboratory Hematology in Adult Patients,Laboratory Hematology,Ongoing,2021,Yes
932,932,71,Evaluation of Hematologic Malignancies Techniques in Adult,Hematologic Malignancies,Completed,2024,Yes
933,933,82,Advances in Hematologic Malignancies for Pediatric Management,Hematologic Malignancies,Ongoing,2022,Yes
934,934,38,Impact of Immunohematology Protocols on Pediatric Outcomes,Immunohematology,Ongoing,2024,Yes
935,935,14,Correlation between Sickle Cell Disease and Laboratory in Community,Sickle Cell Disease,Ongoing,2024,No
936,936,96,Epidemiology of Immunohematology in Laboratory Populations,Immunohematology,Ongoing,2024,Yes
937,937,4,Correlation between Immunohematology and Pediatric in Pediatric,Immunohematology,Ongoing,2021,Yes
938,938,93,Advances in Sickle Cell Disease for Experimental Management,Sickle Cell Disease,Ongoing,2022,No
939,939,42,Genetic Factors Influencing Blood Disorders in Community,Blood Disorders,Ongoing,2022,No
940,940,40,Correlation between Transfusion Medicine and Hospital in Experimental,Transfusion Medicine,Completed,2024,No
941,941,67,Evaluation of Hematologic Malignancies Techniques in Community,Hematologic Malignancies,Ongoing,2021,Yes
942,942,17,Epidemiology of Transfusion Medicine in Hospital Populations,Transfusion Medicine,Ongoing,2023,No
943,943,39,Impact of Blood Disorders Protocols on Experimental Outcomes,Blood Disorders,Completed,2024,No
944,944,48,Correlation between Clinical Hematology and Pediatric in Experimental,Clinical Hematology,Completed,2021,Yes
945,945,91,Correlation between Blood Disorders and Laboratory in Experimental,Blood Disorders,Ongoing,2023,Yes
946,946,99,Epidemiology of Blood Disorders in Community Populations,Blood Disorders,Completed,2023,Yes
947,947,75,Clinical Outcomes of Clinical Hematology in Adult,Clinical Hematology,Ongoing,2024,Yes
948,948,52,Molecular Mechanisms of Blood Disorders in Adult Patients,Blood Disorders,Completed,2021,No
949,949,85,Epidemiology of Laboratory Hematology in Experimental Populations,Laboratory Hematology,Ongoing,2023,No
950,950,75,Genetic Factors Influencing Laboratory Hematology in Pediatric,Laboratory Hematology,Completed,2022,Yes
951,951,30,Evaluation of Stem Cell Research Techniques in Adult,Stem Cell Research,Completed,2021,Yes
952,952,87,Genetic Factors Influencing Blood Disorders in Laboratory,Blood Disorders,Completed,2021,Yes
953,953,8,Advances in Immunohematology for Adult Management,Immunohematology,Completed,2022,No
954,954,60,Genetic Factors Influencing Laboratory Hematology in Laboratory,Laboratory Hematology,Completed,2021,No
955,955,55,Genetic Factors Influencing Laboratory Hematology in Adult,Laboratory Hematology,Ongoing,2021,No
956,956,87,Correlation between Blood Disorders and Community in Community,Blood Disorders,Ongoing,2023,No
957,957,20,Genetic Factors Influencing Blood Disorders in Hospital,Blood Disorders,Completed,2023,Yes
958,958,93,Evaluation of Blood Disorders Techniques in Community,Blood Disorders,Completed,2022,No
959,959,26,Clinical Outcomes of Sickle Cell Disease in Hospital,Sickle Cell Disease,Completed,2022,Yes
960,960,70,Correlation between Hematologic Malignancies and Hospital in Adult,Hematologic Malignancies,Completed,2024,No
961,961,19,Impact of Clinical Hematology Protocols on Pediatric Outcomes,Clinical Hematology,Ongoing,2023,Yes
962,962,93,Correlation between Transfusion Medicine and Laboratory in Pediatric,Transfusion Medicine,Completed,2022,No
963,963,17,Impact of Stem Cell Research Protocols on Laboratory Outcomes,Stem Cell Research,Completed,2021,Yes
964,964,73,Genetic Factors Influencing Laboratory Hematology in Hospital,Laboratory Hematology,Completed,2024,Yes
965,965,82,Advances in Clinical Hematology for Adult Management,Clinical Hematology,Completed,2022,Yes
966,966,40,Clinical Outcomes of Immunohematology in Adult,Immunohematology,Ongoing,2022,No
967,967,50,Advances in Blood Disorders for Laboratory Management,Blood Disorders,Completed,2024,Yes
968,968,69,Evaluation of Laboratory Hematology Techniques in Experimental,Laboratory Hematology,Completed,2023,No
969,969,31,Impact of Stem Cell Research Protocols on Adult Outcomes,Stem Cell Research,Ongoing,2023,Yes
970,970,55,Impact of Sickle Cell Disease Protocols on Hospital Outcomes,Sickle Cell Disease,Ongoing,2023,Yes
971,971,1,Clinical Outcomes of Transfusion Medicine in Hospital,Transfusion Medicine,Completed,2024,Yes
972,972,81,Advances in Clinical Hematology for Community Management,Clinical Hematology,Completed,2023,No
973,973,24,Advances in Sickle Cell Disease for Community Management,Sickle Cell Disease,Completed,2023,Yes
974,974,46,Genetic Factors Influencing Clinical Hematology in Hospital,Clinical Hematology,Completed,2024,No
975,975,27,Correlation between Sickle Cell Disease and Hospital in Laboratory,Sickle Cell Disease,Ongoing,2022,No
976,976,87,Molecular Mechanisms of Immunohematology in Adult Patients,Immunohematology,Ongoing,2023,No
977,977,30,Correlation between Hematologic Malignancies and Hospital in Community,Hematologic Malignancies,Completed,2022,Yes
978,978,55,Clinical Outcomes of Stem Cell Research in Experimental,Stem Cell Research,Completed,2022,Yes
979,979,90,Impact of Hematologic Malignancies Protocols on Laboratory Outcomes,Hematologic Malignancies,Ongoing,2024,Yes
980,980,35,Evaluation of Blood Disorders Techniques in Experimental,Blood Disorders,Completed,2024,No
981,981,14,Clinical Outcomes of Sickle Cell Disease in Pediatric,Sickle Cell Disease,Completed,2024,No
982,982,33,Clinical Outcomes of Immunohematology in Hospital,Immunohematology,Completed,2023,No
983,983,66,Correlation between Immunohematology and Laboratory in Laboratory,Immunohematology,Ongoing,2023,Yes
984,984,95,Epidemiology of Clinical Hematology in Community Populations,Clinical Hematology,Ongoing,2021,Yes
985,985,48,Evaluation of Blood Disorders Techniques in Adult,Blood Disorders,Completed,2024,Yes
986,986,57,Impact of Transfusion Medicine Protocols on Adult Outcomes,Transfusion Medicine,Ongoing,2024,No
987,987,96,Genetic Factors Influencing Transfusion Medicine in Community,Transfusion Medicine,Ongoing,2022,Yes
988,988,10,Impact of Stem Cell Research Protocols on Experimental Outcomes,Stem Cell Research,Ongoing,2022,Yes
989,989,97,Evaluation of Immunohematology Techniques in Adult,Immunohematology,Ongoing,2023,Yes
990,990,62,Impact of Hematologic Malignancies Protocols on Experimental Outcomes,Hematologic Malignancies,Ongoing,2023,Yes
991,991,35,Correlation between Stem Cell Research and Hospital in Laboratory,Stem Cell Research,Ongoing,2021,Yes
992,992,53,Epidemiology of Stem Cell Research in Laboratory Populations,Stem Cell Research,Completed,2022,Yes
993,993,3,Evaluation of Sickle Cell Disease Techniques in Experimental,Sickle Cell Disease,Ongoing,2021,Yes
994,994,75,Genetic Factors Influencing Blood Disorders in Adult,Blood Disorders,Ongoing,2023,No
995,995,95,Genetic Factors Influencing Immunohematology in Hospital,Immunohematology,Completed,2022,Yes
996,996,50,Impact of Clinical Hematology Protocols on Laboratory Outcomes,Clinical Hematology,Ongoing,2023,No
997,997,10,Correlation between Hematologic Malignancies and Pediatric in Adult,Hematologic Malignancies,Completed,2024,No
998,998,46,Correlation between Transfusion Medicine and Experimental in Hospital,Transfusion Medicine,Completed,2024,Yes
999,999,30,Genetic Factors Influencing Sickle Cell Disease in Hospital,Sickle Cell Disease,Completed,2023,No
1000,1000,21,Genetic Factors Influencing Sickle Cell Disease in Pediatric,Sickle Cell Disease,Ongoing,2021,No
